dataset_name,num_output_classes,num_input_channels,mean,std,CHECKPOINT_PATH,DATE_FORMAT,TIME_NOW,device,EPOCH,SAVE_EPOCH,shuffle,EARLY_STOP_EPOCH,EARLY_STOP_ACC,MILESTONES,batch_size,test_batch_size,lr,momentum,warm,tolerance,weight_decay,rnd_aug,loss,net,depth,width,alpha,activation,bias,bn,custom_layer,custom_width,kernel_dim,stride_length,padding,resnet_version,directory,resume,xid,pid,normalize_dist,bound_batch_size,bound_num_batches,rank_bound_version,trial,optimizer
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_09s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.001,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2669,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_11s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.001,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2670,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_12s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.001,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2854,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_13s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.001,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2672,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_14s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.001,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2673,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_15s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.001,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2674,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_16s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.01,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2675,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_18s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.01,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2852,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_20s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.01,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2677,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_21s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.01,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2678,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_22s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.01,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2679,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_23s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.01,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2680,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_24s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.1,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2681,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_25s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.1,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2682,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_26s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.1,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2683,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_27s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.1,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2684,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_28s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.1,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2685,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_29s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.1,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2686,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_30s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.5,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2687,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_31s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.5,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2688,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_32s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.5,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2689,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_33s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.5,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2690,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_34s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.5,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2691,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_35s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,0.5,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2692,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_36s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,1,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2853,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_38s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,1,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2694,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_40s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,1,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2695,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_41s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,1,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2696,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_42s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,1,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2697,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_43s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",4,128,1,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2698,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_44s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.001,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2699,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_45s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.001,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2700,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_46s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.001,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2701,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_47s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.001,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2702,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_48s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.001,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2703,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_49s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.001,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2704,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_50s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.01,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2705,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_51s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.01,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2706,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_53s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.01,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2707,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_56s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.01,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2708,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_57s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.01,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2709,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_02m_59s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.01,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2710,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_00s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.1,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2711,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_01s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.1,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2712,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_02s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.1,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2713,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_03s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.1,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2714,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_04s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.1,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2715,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_05s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.1,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2855,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_06s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.5,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2717,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_07s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.5,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2718,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_10s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.5,0,1,0.001,0.0002,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2719,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_11s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.5,0,1,0.001,0.0004,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2720,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_12s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.5,0,1,0.001,0.0008,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2721,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_13s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,0.5,0,1,0.001,0.006,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2722,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_14s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,1,0,1,0.001,0,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2723,0,,,,,,SGD
CIFAR10,10,3,"(0.5070751592371323, 0.48654887331495095, 0.4409178433670343)","(0.2673342858792401, 0.2564384629170883, 0.27615047132568404)",checkpoint,%A_%d_%B_%Y_%Hh_%Mm_%Ss,Friday_26_August_2022_13h_03m_16s,cuda,500,10,TRUE,50,0.15,"[60, 100, 200]",8,128,1,0,1,0.001,0.0001,FALSE,CE,mlp,10,100,1,relu,TRUE,TRUE,5,100,3,1,1,18,./results/,FALSE,2724,0,,,,,,SGD
